mero,home,foyer
event,clean,blouse
event,stab,sword
event,move,helicopter
event,grill,corn
event,walk,ant
event,fix,wardrobe
verb_3rd,ensure,ensures
mero,turtle,tail
event,organize,wardrobe
mero,truck,compartment
event,play,trumpet
mero,revolver,cylinder
mero,motorcycle,metal
hyper,creature,deer
collective_noun,rake,mules
mero,battleship,metal
hyper,device,cello
hyper,artifact,frigate
mero,library,outside
hyper,institution,hospital
event,kill,knife
event,speed,car
verb_past,allow,allowed
event,play,couch
mero,scooter,handlebars
verb_past,receive,received
event,walk,bear
event,choose,coat
verb_3rd,receive,receives
verb_3rd_past,buys,bought
event,eat,parsley
verb_3rd_past,has,had
hyper,insect,cockroach
mero,oven,plug
hyper,utensil,knife
event,lay,falcon
event,fix,fighter
event,peel,pear
mero,fridge,inside
mero,owl,plume
event,ride,scooter
mero,guitar,fret
event,creak,chair
event,breathe,tuna
hyper,home,cottage
mero,gun,metal
noun_singplur,party,parties
mero,castle,interior
mero,motorcycle,motor
collective_noun,romp,otter
event,build,television
hyper,reptile,snake
prefix$re,location,relocation
hyper,tool,hammer
event,drink,hotel
event,cool,freezer
mero,bomber,captain
event,infest,cockroach
event,grow,grape
mero,cypress,root
event,open,fridge
mero,tiger,nose
noun_singplur,home,homes
collective_noun,band,gorillas
event,boil,potato
mero,elm,limb
mero,jeans,zipper
event,breathe,turtle
event,die,pigeon
event,kill,revolver
event,grow,plum
hyper,produce,corn
event,disconnect,phone
verb_past,come,came
event,rest,hotel
mero,rifle,magazine
hyper,accommodation,villa
mero,restaurant,lounge
event,produce,sieve
noun_singplur,investor,investors
event,clean,washer
noun_singplur,drug,drugs
mero,truck,tank
event,change,glove
mero,cannon,trigger
mero,bag,content
mero,bank,money
mero,car,brake
mero,carp,eye
event,keep,rabbit
hyper,artifact,hat
verb_3rd_past,begins,began
event,whir,grasshopper
mero,van,compartment
event,build,missile
hyper,food,herring
mero,washer,engine
event,tune,clarinet
event,strike,revolver
hyper,object,saxophone
event,clean,mackerel
event,attack,gorilla
mero,onion,layer
hyper,vertebrate,dolphin
mero,donkey,stomach
event,produce,rifle
event,eat,couch
event,patrol,battleship
mero,bus,trunk
mero,chair,back
collective_noun,bury,rabbits
collective_noun,stud,mares
mero,clarinet,bell
event,cut,banana
mero,cottage,furniture
verb_past,learn,learned
mero,fighter,propeller
collective_noun,flight,pigeons
event,switch,toaster
mero,snake,bone
hyper,ape,gorilla
mero,lime,seed
event,roost,penguin
mero,glove,finger
event,breathe,trout
event,wound,bomb
noun_singplur,member,members
hyper,tree,elm
mero,trout,mouth
hyper,instrument,cello
mero,snake,tail
event,drink,table
mero,wardrobe,wood
mero,screwdriver,point
event,arrive,bomber
event,produce,toaster
mero,saxophone,metal
event,inaugurate,library
mero,violin,back
hyper,craft,helicopter
mero,restaurant,food
mero,castle,spire
event,carry,truck
mero,sieve,hole
verb_3rd,ask,asks
event,own,motorcycle
event,catch,catfish
event,grow,celery
event,shoot,rifle
event,point,dagger
hyper,lodging,cottage
event,feed,swan
noun_singplur,effort,efforts
hyper,creature,rabbit
event,eat,rabbit
mero,battleship,hull
hyper,animal,turtle
mero,bowl,plastic
event,die,elephant
event,break,ferry
collective_noun,colony,frogs
mero,revolver,lock
hyper,warplane,fighter
mero,car,door
mero,hat,brim
prefix$re,instate,reinstate
hyper,conveyance,train
mero,restaurant,glass
mero,screwdriver,plastic
event,hold,wrench
event,fix,helicopter
event,communicate,dolphin
noun_singplur,charge,charges
mero,grenade,grip
event,clear,rake
hyper,garment,glove
event,keep,glove
mero,castle,prince
hyper,artifact,pistol
event,meet,library
event,discover,grenade
mero,castle,dungeon
hyper,object,cloak
verb_3rd,get,gets
mero,cannon,butt
mero,truck,motor
event,produce,trumpet
event,hurt,sword
prefix$re,forestation,reforestation
event,discard,gun
event,go,train
event,zip,dress
event,keep,box
mero,scarf,silk
mero,dresser,clothes
event,spur,horse
collective_noun,pack,hounds
event,poach,gorilla
mero,hotel,floor
mero,house,bricks
mero,pub,counter
event,announce,television
mero,trout,skin
event,lay,turtle
mero,tree,bark
mero,lion,eye
hyper,ruminant,bull
event,treat,hospital
event,lay,swan
mero,frigate,keel
mero,van,seatbelt
mero,yacht,bilge
mero,bull,spot
mero,penguin,eye
event,clear,bookcase
collective_noun,flock,turkeys
mero,garlic,bulb
event,destroy,grenade
event,relax,villa
event,cut,elm
hyper,transport,ambulance
mero,lizard,mouth
hyper,device,saxophone
mero,shovel,end
mero,restaurant,wood
mero,bird,parrot
hyper,garment,shirt
mero,bear,eye
event,groom,donkey
collective_noun,swarm,bees
hyper,artwork,sculpture
mero,fighter,bomb
event,unzip,dress
event,heat,jar
event,drink,castle
event,hold,rifle
hyper,artifact,bomb
collective_noun,nest,pheasants
mero,revolver,muzzle
mero,wire,metal
event,throw,stereo
event,hop,frog
event,tame,tiger
hyper,dwelling,castle
event,carry,ferry
mero,table,wood
mero,bull,eye
hyper,lubricant,oil
event,fit,vest
mero,sieve,handle
mero,cedar,needle
mero,ant,body
event,put,bookcase
mero,cranberry,skin
event,carry,bag
event,fit,dress
event,kill,ant
hyper,hobby,stamps
mero,dishwasher,metal
event,make,chisel
event,stand,train
mero,frigate,bilge
event,build,cottage
event,steal,radio
event,protect,vest
mero,bookcase,shelf
mero,herring,scale
prefix$re,group,regroup
hyper,weapon,pistol
mero,frog,poison
event,buy,chair
event,construct,wardrobe
mero,bowl,soup
prefix$re,try,retry
event,remove,rake
event,shade,hat
event,wash,dress
mero,fox,leg
mero,dove,wing
event,move,tanker
mero,whale,fat
event,fight,cannon
hyper,veggie,celery
event,work,pub
event,carry,horse
hyper,creature,catfish
event,clean,bowl
mero,trout,bone
event,breathe,elephant
event,grow,apricot
event,wipe,radio
mero,tuna,eye
hyper,beverages,tea
event,graze,donkey
event,steam,potato
mero,horse,foot
mero,stereo,speaker
event,plant,cypress
hyper,root,beet
collective_noun,shoal,salmon
event,repair,jet
mero,cat,whiskers
event,hear,guitar
mero,wardrobe,dress
prefix$re,heat,reheat
mero,pineapple,vitamin
hyper,worker,librarian
event,annoy,hornet
event,keep,blouse
hyper,creature,beaver
hyper,animal,crow
event,sit,couch
event,drink,villa
collective_noun,bed,snakes
event,strike,battleship
event,tune,trumpet
hyper,object,phone
event,own,guitar
mero,shovel,blade
event,break,toaster
mero,sofa,back
mero,mackerel,head
event,defend,castle
event,recycle,bag
prefix$re,bid,rebid
event,arrive,villa
mero,motorcycle,rear
mero,beetle,antenna
event,frequent,restaurant
mero,jet,wing
mero,hawk,beak
mero,instant,nanosecond
collective_noun,army,frogs
mero,helicopter,fuselage
mero,moth,body
hyper,object,cello
mero,cypress,branch
event,eat,pigeon
hyper,instrument,trumpet
mero,sofa,arm
verb_past,make,made
mero,beet,leaf
event,wound,gun
event,sell,sweater
hyper,weapon,revolver
hyper,vertebrate,fox
mero,pistol,ammo
event,breathe,dolphin
event,host,cottage
prefix$re,arrange,rearrange
event,farm,horse
mero,hotel,interior
event,eat,hawk
hyper,food,potato
mero,willow,limb
event,make,cloak
event,cross,yacht
event,injure,pistol
mero,scholar,books
event,open,bag
verb_past,meet,met
mero,pistol,barrel
event,stain,scarf
hyper,accommodation,castle
mero,sofa,seat
mero,revolver,breech
mero,book,chapter
event,hold,jar
hyper,construction,pub
mero,moth,wing
mero,clarinet,key
event,breathe,penguin
mero,falcon,head
hyper,artifact,missile
hyper,sheets,bedding
collective_noun,bob,seals
hyper,artifact,cello
hyper,garment,jacket
event,die,vulture
collective_noun,storytelling,crows
mero,lion,tail
mero,jet,pilot
hyper,vertebrate,bull
event,sit,table
hyper,commodity,oven
event,recycle,bottle
mero,mall,shops
event,assemble,hammer
event,grow,pear
mero,cannon,bolt
event,use,gun
mero,train,window
mero,bus,tire
mero,truck,interior
event,sit,helicopter
collective_noun,hover,trout
event,take,fighter
event,stand,desk
prefix$re,register,reregister
mero,freezer,inside
mero,bus,driver
mero,coat,pattern
event,build,saw
event,call,ambulance
mero,tuna,mouth
event,sharpen,saw
mero,horse,mane
verb_3rd_past,moves,moved
mero,cottage,bathroom
collective_noun,school,salmon
event,spot,falcon
event,keep,hammer
mero,ice,water
noun_singplur,job,jobs
hyper,reptile,alligator
hyper,animal,hawk
event,clean,pistol
mero,box,bottom
mero,rat,nose
verb_past,provide,provided
mero,ambulance,caregiver
hyper,building,hotel
mero,tuna,tail
mero,cathedral,choir
mero,villa,stairs
event,make,rake
mero,mug,exterior
event,peel,peach
event,bite,ant
event,save,gorilla
mero,bottle,content
mero,dress,fabric
event,board,ferry
event,live,beetle
hyper,dish,plate
hyper,transportation,bus
event,demolish,castle
event,hold,grenade
hyper,beast,donkey
event,construct,saw
hyper,clothes,cloak
event,herd,sheep
mero,bird,wings
event,breathe,carp
mero,sieve,net
mero,cathedral,inside
mero,jar,top
hyper,object,sword
mero,salmon,tail
hyper,device,pistol
event,twist,knife
event,kill,lizard
event,nest,hawk
noun_singplur,issue,issues
hyper,vertebrate,beaver
mero,blouse,fabric
hyper,covering,coat
mero,carnival,rides
event,hide,turtle
event,breathe,pig
event,throw,coat
mero,bag,inside
mero,cypress,cone
event,wield,revolver
mero,hornet,wing
verb_3rd_past,comes,came
hyper,clothing,robe
event,study,clarinet
mero,washer,windscreen
mero,cat,paw
event,perform,piano
event,grow,coconut
hyper,vegetable,celery
event,fit,jacket
mero,revolver,butt
event,strike,rifle
event,bomb,cannon
mero,bed,spring
collective_noun,herd,pigs
mero,ambulance,windshield
mero,coat,tail
event,sit,pigeon
event,construct,hammer
event,cut,carrot
mero,restaurant,owner
mero,battleship,rudder
mero,frigate,mast
mero,hawk,eye
mero,knife,steel
event,cook,turtle
event,hear,stereo
collective_noun,flock,sheep
event,demolish,restaurant
mero,coat,back
event,travel,fighter
hyper,veggie,parsley
event,carry,revolver
event,sell,wardrobe
mero,river,delta
mero,celery,stem
mero,washer,window
event,hear,television
event,produce,glove
mero,freezer,metal
event,drink,sheep
mero,van,tire
event,play,saxophone
mero,jet,passenger
event,lie,bed
event,fly,dove
event,walk,lizard
event,ripen,lime
hyper,artifact,freezer
mero,bomber,cockpit
event,construct,cathedral
event,cook,villa
mero,dress,sleeve
mero,bull,foot
event,relax,pub
noun_singplur,country,countries
mero,pig,muzzle
event,play,sofa
verb_past,sell,sold
mero,bomber,engine
collective_noun,creche,penguins
verb_3rd,make,makes
event,carry,donkey
prefix$re,trial,retrial
verb_3rd_past,knows,knew
hyper,birds,crows
event,eat,horse
event,arrive,car
mero,lamp,shade
mero,beaver,leg
mero,jet,rear
mero,chair,upholstery
event,lose,glove
hyper,shoe,boot
event,turn,freezer
event,rent,jacket
event,clear,table
mero,cathedral,bishop
event,live,grasshopper
hyper,transport,bus
hyper,insect,beetle
event,enter,frigate
mero,fridge,steel
mero,motorcycle,tire
event,come,car
mero,cottage,room
mero,wig,hair
mero,elm,trunk
mero,hat,logo
mero,chisel,edge
mero,hotel,customer
event,growl,bear
verb_past,ask,asked
event,go,fighter
event,catch,dolphin
event,collect,butterfly
mero,motorcycle,light
collective_noun,herd,cattle
event,go,restaurant
hyper,vehicle,helicopter
event,construct,library
event,load,motorcycle
event,cook,toaster
mero,oak,crown
event,live,falcon
verb_3rd,follow,follows
event,add,parsley
event,cook,parsley
mero,frigate,turret
event,farm,sheep
event,study,desk
event,caw,crow
mero,bottle,cap
mero,restaurant,table
mero,flute,key
hyper,tool,chisel
hyper,implement,rake
prefix$re,qualify,requalify
noun_singplur,rule,rules
mero,shirt,fold
event,assemble,wardrobe
event,make,sweater
prefix$re,link,relink
mero,owl,foot
event,sleep,rabbit
event,wipe,dishwasher
hyper,animal,penguin
hyper,transport,jet
mero,cottage,exterior
event,keep,bowl
mero,guitar,bridge
hyper,insect,butterfly
mero,blouse,button
prefix$re,union,reunion
mero,hospital,nun
event,own,cello
mero,willow,flower
event,load,ferry
event,herd,bull
event,protect,gorilla
mero,shirt,material
event,move,frigate
hyper,transport,van
mero,dolphin,mouth
verb_past,seek,sought
verb_3rd,build,builds
mero,wardrobe,shelf
event,die,rifle
event,graze,cow
mero,chisel,iron
event,see,tiger
mero,freezer,ice
hyper,citrus,lemon
event,brandish,knife
event,choose,shirt
event,injure,bomb
event,keep,sweater
mero,stereo,plug
verb_3rd,seem,seems
event,swoop,eagle
collective_noun,spring,seals
event,rot,parsley
event,die,cow
mero,scooter,horn
mero,hotel,brick
event,break,scooter
mero,gun,magazine
event,die,cod
mero,knife,point
event,buy,bag
event,hunt,deer
mero,jar,pottery
mero,jet,back
event,leave,scooter
mero,car,compartment
mero,pig,flesh
mero,train,iron
mero,truck,gas
mero,revolver,grip
event,fix,stove
event,listen,piano
mero,pine,branch
mero,tanker,bilge
hyper,object,television
event,buy,yacht
event,go,ferry
event,produce,ambulance
mero,flute,hole
event,hide,sword
mero,rifle,chamber
event,gather,squirrel
mero,dress,neckline
mero,cauliflower,leaf
event,clean,dresser
mero,bomb,grip
event,fix,radio
mero,hospital,chapel
mero,dove,rump
mero,tree,root
event,use,revolver
prefix$re,hear,rehear
mero,catfish,scale
mero,jet,seat
mero,beetle,head
event,make,spoon
mero,ambulance,rear
event,clean,cannon
hyper,primate,gorilla
mero,car,passenger
event,open,wardrobe
mero,hammer,steel
event,build,scooter
event,lay,penguin
mero,ambulance,roof
event,eat,grasshopper
event,catch,beetle
event,stop,jet
event,jump,rabbit
mero,gun,grip
mero,coat,cuff
hyper,beast,lizard
collective_noun,huddle,penguins
event,trumpet,elephant
mero,cake,slice
event,fuck,sofa
event,drink,restaurant
mero,gun,stock
event,stop,train
verb_3rd_past,seems,seemed
hyper,seating,chair
mero,bottle,plastic
mero,library,exterior
mero,cod,tail
mero,cannon,gunpowder
event,grow,spinach
mero,glove,fabric
mero,cello,hole
event,disassemble,desk
hyper,beverage,water
hyper,appliance,toaster
mero,vest,material
event,build,hammer
mero,hospital,interior
event,put,dishwasher
event,leave,hotel
mero,cathedral,interior
mero,battleship,battery
event,feed,bull
hyper,creature,horse
event,sell,jar
event,sell,mug
mero,pear,seed
event,throw,sofa
mero,couch,back
mero,scooter,driver
event,listen,radio
event,plant,cabbage
event,inhabit,penguin
mero,oak,limb
mero,truck,front
event,enter,restaurant
event,jump,horse
event,dismantle,hammer
hyper,ungulate,donkey
event,slice,onion
hyper,artifact,cloak
event,inhabit,pheasant
verb_past,work,worked
mero,frog,head
event,repair,dresser
mero,fighter,gun
hyper,commodity,cloak
hyper,invertebrate,hornet
hyper,conveyance,ambulance
collective_noun,swarm,butterflies
event,die,goat
event,live,catfish
mero,cottage,wood
mero,jacket,button
event,creak,bed
mero,helicopter,crew
event,catch,carp
collective_noun,troop,lions
mero,tanker,turbine
event,produce,flute
prefix$re,jig,rejig
event,drive,hammer
hyper,animal,goldfish
event,harvest,corn
mero,herring,mouth
mero,washer,soap
event,sit,dove
event,fly,cockroach
mero,zoo,lion
event,strike,frigate
mero,pistol,handle
mero,radio,resistance
hyper,animal,moth
mero,corn,head
event,sleep,sofa
hyper,implement,gun
prefix$re,accelerate,reaccelerate
event,drink,rat
hyper,system,television
mero,lizard,skin
event,watch,sofa
event,turn,wrench
event,attack,rifle
mero,bowl,pottery
hyper,invertebrate,moth
event,kill,gun
mero,stove,food
collective_noun,herd,kangaroos
mero,knife,iron
event,eat,cockroach
mero,bookcase,metal
mero,stereo,player
hyper,tableware,spoon
hyper,artifact,couch
mero,box,plastic
event,wield,sword
event,buy,shovel
event,hurt,hammer
mero,jar,bottom
hyper,food,beet
event,draw,knife
event,store,bottle
event,farm,donkey
mero,foot,inch
event,wipe,table
event,put,mug
mero,van,floor
hyper,beast,cow
collective_noun,memory,elephants
event,grow,banana
mero,vulture,feather
event,kill,cat
hyper,conveyance,fighter
collective_noun,team,horses
event,sleep,rat
event,harm,knife
hyper,institution,pub
event,die,butterfly
event,carry,motorcycle
event,stand,cathedral
mero,spear,tip
hyper,implement,saw
mero,pub,stool
hyper,bird,vulture
event,carry,bomb
event,wound,sword
event,fly,eagle
event,scare,rat
hyper,aircraft,bomber
mero,deer,meat
event,leave,tanker
mero,oak,trunk
event,carry,car
hyper,artifact,screwdriver
hyper,garment,robe
event,sit,crow
mero,spade,wood
prefix$re,print,reprint
mero,fighter,fuselage
mero,battleship,helm
mero,pub,owner
event,speed,motorcycle
event,brake,truck
event,study,chair
event,dismantle,wrench
mero,yacht,engine
event,work,hammer
prefix$re,occurrence,reoccurrence
mero,wardrobe,pants
event,cut,peach
verb_3rd,save,saves
mero,ambulance,light
collective_noun,leash,deer
event,cost,car
event,run,truck
event,own,van
event,pay,pub
mero,barnyard,henhouse
hyper,artifact,bed
event,eat,apricot
event,attack,bomber
mero,butterfly,body
event,wound,grenade
hyper,animals,cows
event,operate,train
mero,chair,cover
mero,bowl,interior
mero,train,passenger
mero,radio,plastic
event,blow,bomb
hyper,device,spear
collective_noun,family,otter
mero,goat,eye
event,use,oven
mero,car,wheels
event,flutter,pigeon
mero,phone,keyboard
event,make,vest
hyper,silverware,spoon
event,groom,horse
event,tune,radio
mero,rat,tooth
mero,ambulance,petrol
hyper,object,clarinet
hyper,vertebrate,crow
event,carry,trumpet
event,stain,blouse
event,refuel,yacht
verb_past,tell,told
mero,cat,claw
mero,elephant,tail
mero,villa,furniture
event,open,restaurant
mero,peach,stone
mero,hotel,parking
event,belong,castle
mero,cannon,bronze
event,take,scooter
event,buy,dress
hyper,furniture,chair
event,board,bus
mero,fighter,flap
mero,chisel,point
mero,rifle,remover
hyper,good,toaster
mero,truck,mirror
hyper,veggie,radish
event,buy,trumpet
hyper,vegetable,onion
event,change,jacket
mero,guitar,neck
mero,rifle,lock
event,renovate,villa
event,turn,fridge
collective_noun,trip,sheep
mero,fish,fin
collective_noun,down,sheep
event,nap,bed
mero,pub,waiter
mero,knife,hilt
hyper,game,pheasant
mero,hawk,feather
mero,bowl,top
event,farm,rabbit
event,change,sweater
event,drink,cat
mero,helicopter,steel
event,buy,scarf
collective_noun,zeal,zebras
mero,medicine,capsule
hyper,pet,dog
event,kill,hatchet
mero,motorcycle,color
prefix$re,entry,reentry
event,cover,shirt
hyper,fruit,pineapple
mero,spear,point
mero,villa,wood
event,shake,sieve
event,rot,pineapple
event,die,oak
event,wear,cloak
mero,television,screen
event,cover,robe
mero,radio,music
hyper,conveyance,helicopter
event,run,alligator
mero,library,floor
mero,grasshopper,head
event,clean,jacket
event,chase,moth
event,keep,shirt
verb_3rd_past,happens,happened
event,ship,truck
hyper,object,vest
event,bake,oven
mero,rabbit,eye
hyper,mammal,beaver
event,own,castle
mero,scooter,petrol
event,sell,couch
mero,cypress,stump
event,walk,horse
event,use,stereo
event,sell,van
mero,oven,supply
event,capture,frigate
mero,plum,peel
mero,yacht,iron
mero,bus,radio
mero,library,student
collective_noun,ambush,tigers
event,sink,yacht
mero,hornet,body
mero,library,stair
mero,cockroach,antenna
hyper,vertebrate,snake
mero,cat,whisker
hyper,ruminant,deer
event,use,screwdriver
mero,bottle,interior
event,chop,radish
event,blow,grenade
event,fuck,bed
hyper,church,cathedral
hyper,transport,helicopter
mero,tuna,fin
event,own,hotel
mero,potato,eye
hyper,object,hat
collective_noun,grist,bees
mero,yacht,steel
mero,ambulance,handbrake
event,repair,scooter
event,make,robe
event,visit,villa
hyper,creature,dolphin
event,nest,eagle
event,arrive,motorcycle
mero,swan,head
event,catch,moth
mero,freezer,motor
mero,state,county
hyper,meal,dinner
mero,bowl,bottom
hyper,house,villa
event,eat,ant
event,crash,jet
event,drink,cottage
mero,beaver,mouth
verb_3rd_past,lives,lived
mero,freezer,plug
event,roost,pigeon
mero,trumpet,silver
mero,sweater,pocket
event,throw,bookcase
mero,yacht,sailor
event,cut,beet
mero,radish,stem
hyper,lodging,hotel
event,cut,mackerel
mero,herring,eye
hyper,reptile,lizard
event,crash,bus
event,clean,screwdriver
mero,goose,beak
mero,coat,collar
event,sink,battleship
event,catch,eagle
event,feed,squirrel
mero,revolver,ammunition
mero,cockroach,wing
collective_noun,flock,geese
hyper,creature,cockroach
mero,bomber,seat
hyper,clothing,glove
mero,whale,head
mero,phone,cord
verb_3rd_past,decides,decided
mero,tuna,skin
collective_noun,leash,greyhounds
event,live,horse
event,keep,screwdriver
event,communicate,phone
mero,table,drawers
mero,gun,lock
mero,cinema,film
mero,pistol,projectile
event,wipe,saw
mero,bag,color
verb_3rd_past,reaches,reached
mero,frog,leg
event,stay,library
mero,alligator,scale
event,breed,owl
mero,bear,paw
collective_noun,team,seals
mero,crow,beak
hyper,watercraft,yacht
event,spill,bowl
event,preach,cathedral
event,defend,spear
event,construct,cottage
event,sell,dresser
verb_3rd,avoid,avoids
event,plant,pine
mero,grasshopper,shell
mero,cypress,wood
event,eat,hotel
hyper,clothing,cloak
event,shoot,bomber
event,jump,grasshopper
event,spot,hawk
event,kill,lion
event,eat,cucumber
event,put,jacket
mero,tanker,petroleum
mero,sofa,leather
mero,jacket,sleeve
event,break,ambulance
mero,wardrobe,bar
event,bomb,bomber
mero,cedar,stump
mero,toaster,steel
mero,cannon,charge
hyper,vessel,ferry
verb_past,win,won
mero,hotel,garden
mero,coat,arm
event,steal,television
hyper,vehicle,bus
prefix$re,election,reelection
mero,freezer,engine
verb_3rd_past,pays,paid
hyper,object,spear
event,inaugurate,cathedral
event,burn,hotel
mero,spoon,wood
mero,lime,juice
event,open,washer
hyper,animal,mackerel
event,sleep,couch
hyper,bug,beetle
hyper,structure,restaurant
mero,goat,foot
collective_noun,rake,colts
mero,lion,mane
mero,cottage,stone
event,feed,pig
mero,bus,top
event,assemble,bookcase
event,boil,corn
mero,train,track
event,die,grasshopper
event,burn,oven
mero,scooter,accelerator
mero,doctor,degree
mero,chair,cushion
event,sell,vest
mero,banana,skin
event,park,bus
event,wash,radish
mero,grenade,metal
hyper,fruit,lemon
verb_past,join,joined
event,drink,goat
mero,car,steel
mero,bottle,inside
event,clean,sweater
mero,pistol,steel
mero,peach,skin
event,carry,piano
hyper,food,plum
event,fly,wasp
hyper,veggie,carrot
mero,train,top
event,change,scarf
event,nest,snake
verb_past,create,created
mero,bowl,cereal
hyper,bread,wheat
event,cut,tuna
mero,hammer,handle
event,pull,blouse
event,fight,bomb
event,slice,potato
event,repair,stove
mero,bull,skin
mero,helicopter,top
mero,truck,plate
event,fly,hawk
event,ripen,cherry
hyper,produce,celery
event,renovate,castle
mero,fox,fur
collective_noun,drove,oxen
event,refuel,train
mero,oak,wood
event,hear,phone
event,cook,knife
hyper,pet,rabbit
event,relax,couch
event,rot,plum
mero,owl,head
mero,freezer,supply
event,rock,chair
event,work,motorcycle
mero,pistol,lock
event,dry,cod
event,travel,motorcycle
event,couch,bed
event,kill,pistol
event,spin,bottle
mero,ship,deck
event,fuel,bomber
event,hear,flute
noun_singplur,worker,workers
event,throw,washer
event,divide,hatchet
verb_3rd_past,uses,used
mero,revolver,ammo
event,leave,car
mero,castle,stair
mero,mailbox,flag
collective_noun,bevy,deer
event,whip,horse
mero,screwdriver,steel
mero,hotel,stone
mero,desk,surface
event,admit,hospital
hyper,arm,sword
event,breathe,sheep
hyper,veggie,onion
event,warm,stove
mero,dress,ribbon
event,lift,spoon
noun_singplur,expert,experts
hyper,herbivore,sheep
event,kill,tuna
mero,restaurant,bar
mero,boat,motor
event,store,fridge
hyper,seat,stool
event,crush,grape
mero,tuna,bone
mero,lizard,tongue
event,wound,pistol
event,frighten,alligator
event,walk,swan
hyper,transport,ferry
event,open,oven
event,work,hatchet
hyper,instrument,clarinet
mero,wall,plaster
verb_3rd_past,includes,included
hyper,artifact,bookcase
event,brake,van
event,arrive,library
event,breed,bull
hyper,furniture,sofa
mero,dress,wool
event,toast,toaster
hyper,tool,spade
event,walk,elephant
event,stay,sofa
mero,bomber,flap
mero,sheep,flesh
event,practice,cello
hyper,site,villa
event,produce,hat
mero,robe,cotton
event,pollute,motorcycle
mero,radio,battery
event,rest,chair
mero,horse,hoof
mero,hospital,computer
mero,guitar,front
event,hit,pistol
mero,rat,tail
mero,cathedral,exterior
mero,pine,crown
mero,dagger,point
hyper,seafood,mackerel
hyper,covering,dress
mero,snake,mouth
event,button,scarf
event,harm,gun
event,produce,spade
mero,television,video
event,produce,hatchet
event,roost,owl
event,organize,dresser
event,chop,pineapple
noun_singplur,decision,decisions
mero,villa,gate
mero,rifle,holder
hyper,kitchenware,fork
event,die,turtle
mero,onion,skin
mero,fox,tooth
hyper,artifact,knife
event,live,rabbit
hyper,appliance,dishwasher
mero,revolver,steel
event,fly,butterfly
collective_noun,knot,frogs
event,leave,ferry
mero,bomber,interior
mero,bus,color
event,open,hotel
event,find,hotel
mero,van,radiator
event,kill,dolphin
event,carry,spoon
hyper,animal,gorilla
hyper,animal,lizard
mero,snake,tongue
event,make,piano
event,buy,hatchet
hyper,pet,turtle
mero,computer,mouse
collective_noun,nuisance,cats
event,clean,catfish
verb_3rd_past,reduces,reduced
mero,ambulance,seat
mero,donkey,horseback
hyper,food,salmon
mero,oak,bark
event,receive,radio
event,buy,vest
mero,dresser,plate
hyper,apparel,jacket
verb_3rd_past,seeks,sought
